										입시결과 역환산 산출내역																				
자연 누적   (추정치)		의대감원			26수능 표준점수	대학	학과	계열	모집인원	대학별		반영방법			반영비율			백분위	표준점수			변표	등급 점수						가산점	비고
		영향	계열   	계열						환산점수 /	만점	국.수	탐구		국	수	탐	국.수.탐	국어	수학	탐구	탐구	영어	점수	한국사	점수	제2외국	점수	미기,과탐	
  (%)	 (명)	(명)	백분위	표준점수																										
1.91	4,145	-308 	97.28	397.83	400.30	서울대	지리학과	통합	8	397.3 / 	600	표점	표점	2과목	33	40	27	97.28	132.12	131.53	67.09		1등급	0	만점	0	만점	0	0	
1.91	4,145	-309 	97.28	397.83	400.30	서울대	경제학부	통합	56	397.3 / 	600	표점	표점	2과목	33	40	27	97.28	132.12	131.53	67.09		1등급	0	만점	0	만점	0	0	
2.14	4,644	-465 	97.26	396.85	399.99	서울대	조선해양공학과	자연	17	399.5 / 	600	표점	표점	2과목	33	40	27	97.26	132.08	131.51	66.63		1등급	0	만점	0	만점	0	3	 과탐Ⅱ3점 가산
2.14	4,644	-618 	97.25	396.82	400.35	성균관대	양자정보공학과	자연	10	670.41 / 	1000	표점	변표	1과목	20	40	30	97.25	132.07	131.50	66.63	67.26	1등급	63.5	만점	0	만점	0	10.089	 과탐5%가산
2.14	4,644	-620 	97.25	396.82	400.36	성균관대	반도체융합공학과	자연	30	670.41 / 	1000	표점	변표	1과목	20	40	30	97.25	132.07	131.50	66.63	67.26	1등급	63.5	만점	0	만점	0	10.089	 과탐5%가산
2.17	4,709	-465 	97.21	396.65	399.78	서울대	건축학과	자연	15	399.3 / 	600	표점	표점	2과목	33	40	27	97.21	132.01	131.45	66.60		1등급	0	만점	0	만점	0	3	 과탐Ⅱ3점 가산
1.98	4,297	-312 	97.18	397.42	399.91	서울대	농경제사회학부	통합	13	396.9 / 	600	표점	표점	2과목	33	40	27	97.18	131.98	131.42	67.01		1등급	0	만점	0	만점	0	0	
2.20	4,774	-563 	97.18	396.54	399.90	서울대	지구환경과학부	자연	10	399.2 / 	600	표점	표점	2과목	33	40	27	97.18	131.98	131.42	66.57		1등급	0	만점	0	만점	0	3	 과탐Ⅱ3점 가산
2.21	4,796	-624 	97.16	396.46	399.99	성균관대	반도체시스템공학과	자연	25	669.92 / 	1000	표점	변표	2과목	20	40	30	97.16	131.95	131.40	66.56	67.21	1등급	63.5	만점	0	만점	0	10.082	 과탐5%가산
2.23	4,839	-472 	97.14	396.38	399.48	숙명여대	약학부	자연	52	961.45 / 	1000	표점/만점	변표/만점	2과목	25	35	20	97.14	131.93	131.37	66.54	67.47	1등급	200	만점	3	만점	0	0	
2.23	4,839	-315 	97.13	396.37	399.10	강릉원주대	치의예	자연	15	978.5 / 	1000	백분위	백분위	2과목	20	25	30	97.13	131.93	131.37	66.54		1등급	200	만점	50	만점	0	0	
2.24	4,861	-537 	97.12	396.31	399.59	충남대	약학과	자연	10	198 / 	300	표점	표점	2과목	25	45	30	97.12	131.91	131.35	66.53		1등급	0	만점	0	만점	0	0	
2.23	4,839	-476 	97.12	396.34	399.46	서울대	기계공학부	자연	33	399 / 	600	표점	표점	2과목	33	40	27	97.12	131.92	131.36	66.53		1등급	0	만점	0	만점	0	3	 물리/화학 필수, 과탐Ⅱ3점 가산
2.26	4,904	-291 	97.09	396.23	398.91	전남대	치의학과(학·석사통합과정)	자연	4	972.925 / 	800	표점/만점	표점/만점	2과목	30	40	30	97.09	131.88	131.33	65.93/67.91		1등급	200	만점	10	만점	0	0	
2.28	4,948	-634 	97.06	396.12	399.59	관동대	의예	자연	36	1006.9 / 	1000	백분위	백분위	2과목	20	30	30	97.06	131.85	131.29	66.49		1등급	200	만점	10	만점	0	20.383	 과탐5%, 과II 7%가산
